PlayerID,Player,Pos,Age,Tm,Year,G,GS,MP,PTS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,TARGET
abdelal01,Alaa Abdelnaby,PF,22,POR,1991,43,0,290,135,55,116,0.47413793103448276,0,0,NA,55,116,0.47413793103448276,0.47413793103448276,25,44,0.5681818181818182,27,62,89,12,4,12,22,39,TRUE
abdulma02,Mahmoud Abdul-Rauf,PG,21,DEN,1991,67,19,1505,942,417,1009,0.4132804757185332,24,100,0.24,393,909,0.43234323432343236,0.4251734390485629,84,98,0.8571428571428571,34,87,121,206,55,4,110,149,TRUE
abdulta01,Tariq Abdul-Wahad,SG,23,SAC,1998,59,16,959,376,144,357,0.40336134453781514,4,19,0.21052631578947367,140,338,0.41420118343195267,0.40896358543417366,84,125,0.672,44,72,116,51,35,13,65,81,TRUE
abdursh01,Shareef Abdur-Rahim,PF,20,VAN,1997,80,71,2802,1494,550,1214,0.45304777594728174,7,27,0.25925925925925924,543,1187,0.45745577085088457,0.4559308072487644,387,519,0.7456647398843931,216,339,555,175,79,79,225,199,TRUE
abrinal01,Álex Abrines,SG,23,OKC,2017,68,6,1055,406,134,341,0.39296187683284456,94,247,0.3805668016194332,40,94,0.425531915,0.530791789,44,49,0.8979591836734694,18,68,86,40,37,8,33,114,FALSE
ackeral01,Alex Acker,SG,23,DET,2006,5,0,35,9,4,16,0.25,1,5,0.2,3,11,0.2727272727272727,0.28125,0,0,NA,1,4,5,4,1,0,4,4,FALSE
acresma01,Mark Acres,C,25,BOS,1988,79,5,1151,287,108,203,0.5320197044334976,0,0,NA,108,203,0.5320197044334976,0.5320197044334976,71,111,0.6396396396396397,105,165,270,42,29,27,54,198,TRUE
acyqu01,Quincy Acy,PF,22,TOR,2013,29,0,342,116,42,75,0.56,1,2,0.5,41,73,0.5616438356164384,0.5666666666666667,31,38,0.8157894736842105,30,47,77,11,13,15,17,53,TRUE
adamsha01,Hassan Adams,SG,22,NJN,2007,61,8,495,174,75,135,0.5555555555555556,0,1,0,75,134,0.5597014925373134,0.5555555555555556,24,36,0.6666666666666666,35,42,77,13,17,4,22,47,FALSE
adamsjo01,Jordan Adams,SG,20,MEM,2015,30,0,248,94,35,86,0.4069767441860465,10,25,0.4,25,61,0.4098360655737705,0.46511627906976744,14,23,0.6086956521739131,9,19,28,16,16,7,14,24,FALSE
adamsmi01,Michael Adams,PG,23,SAC,1986,18,0,139,40,16,44,0.36363636363636365,0,3,0,16,41,0.3902439024390244,0.36363636363636365,8,12,0.6666666666666666,2,4,6,22,9,1,11,9,TRUE
adamsst01,Steven Adams,C,20,OKC,2014,81,20,1197,265,93,185,0.5027027027027027,0,0,NA,93,185,0.5027027027027027,0.5027027027027027,79,136,0.5808823529411765,142,190,332,43,40,57,71,203,TRUE
addisra01,Rafael Addison,SF,22,PHO,1987,62,12,711,359,146,331,0.44108761329305135,16,50,0.32,130,281,0.4626334519572954,0.4652567975830816,51,64,0.796875,41,65,106,45,27,7,54,75,TRUE
adrieje01,Jeff Adrien,PF,24,GSW,2011,23,0,196,57,23,54,0.42592592592592593,0,0,NA,23,54,0.42592592592592593,0.42592592592592593,11,19,0.5789473684210527,23,35,58,10,4,5,9,28,TRUE
afflaar01,Arron Afflalo,SG,22,DET,2008,75,9,970,276,99,241,0.4107883817427386,10,48,0.20833333333333334,89,193,0.46113989637305697,0.4315352697095436,68,87,0.7816091954022989,36,101,137,52,31,8,34,83,TRUE
agerma01,Maurice Ager,SG,22,DAL,2007,32,1,214,69,22,70,0.3142857142857143,5,15,0.3333333333333333,17,55,0.3090909090909091,0.35,20,33,0.6060606060606061,1,20,21,7,4,3,15,27,FALSE
aguirma01,Mark Aguirre,SF,22,DAL,1982,51,20,1468,955,381,820,0.46463414634146344,25,71,0.352112676,356,749,0.4753004005340454,0.4798780487804878,168,247,0.680161943,89,160,249,164,37,22,135,152,TRUE
ahearbl01,Blake Ahearn,PG,23,MIA,2008,12,0,177,70,15,57,0.2631578947368421,10,34,0.29411764705882354,5,23,0.21739130434782608,0.3508771929824561,30,31,0.967741935,1,18,19,19,6,0,16,20,FALSE
aingeda01,Danny Ainge,SG,22,BOS,1982,53,1,564,219,79,221,0.3574660633484163,5,17,0.29411764705882354,74,204,0.3627450980392157,0.36877828054298645,56,65,0.8615384615384616,25,31,56,87,37,3,53,86,TRUE
ajincal01,Alexis Ajinça,PF,20,CHA,2009,31,4,182,70,25,69,0.36231884057971014,0,2,0,25,67,0.373134328,0.36231884057971014,20,28,0.7142857142857143,9,21,30,3,7,6,12,34,TRUE
akognjo01,Josh Akognon,PG,26,DAL,2013,3,0,9,5,2,4,0.5,1,2,0.5,1,2,0.5,0.625,0,0,NA,0,1,1,1,0,0,0,3,FALSE
alabiso01,Solomon Alabi,C,22,TOR,2011,12,0,59,6,3,15,0.2,0,0,NA,3,15,0.2,0.2,0,2,0,7,7,14,2,2,2,3,5,FALSE
alarima01,Mark Alarie,PF,23,DEN,1987,64,25,1110,503,217,443,0.4898419864559819,2,9,0.2222222222222222,215,434,0.49539170506912444,0.49209932279909707,67,101,0.6633663366336634,73,141,214,74,22,28,56,138,TRUE
aldemfu01,Furkan Aldemir,PF,23,PHI,2015,41,9,540,93,40,78,0.5128205128205128,0,5,0,40,73,0.547945205,0.5128205128205128,13,27,0.48148148148148145,78,98,176,28,17,16,17,96,FALSE
aldrico01,Cole Aldrich,C,22,OKC,2011,18,0,142,18,8,15,0.5333333333333333,0,0,NA,8,15,0.5333333333333333,0.5333333333333333,2,4,0.5,13,22,35,4,5,7,8,30,TRUE
aldrila01,LaMarcus Aldridge,C,21,POR,2007,63,22,1392,565,241,479,0.5031315240083507,0,2,0,241,477,0.5052410901467506,0.5031315240083507,83,115,0.7217391304347827,144,168,312,24,22,73,43,186,TRUE
aleksch01,Chuck Aleksinas,C,25,GSW,1985,74,4,1114,377,161,337,0.47774480712166173,0,1,0,161,336,0.4791666666666667,0.47774480712166173,55,75,0.7333333333333333,87,183,270,36,15,15,72,171,FALSE
alexacl01,Cliff Alexander,PF,20,POR,2016,8,0,36,10,5,10,0.5,0,0,NA,5,10,0.5,0.5,0,0,NA,2,4,6,0,1,2,1,1,FALSE
alexaco01,Cory Alexander,PG,22,SAS,1996,60,0,560,168,63,155,0.4064516129032258,26,66,0.3939393939393939,37,89,0.4157303370786517,0.49032258064516127,16,25,0.64,9,33,42,121,27,2,68,94,TRUE
alexaco02,Courtney Alexander,PG,23,DAL/WAS,2001,65,24,1382,618,239,573,0.41710296684118675,17,46,0.3695652173913043,222,527,0.42125237191650855,0.4319371727748691,123,150,0.82,42,101,143,62,45,5,75,139,FALSE
alexaga01,Gary Alexander,PF,24,MIA/CLE,1994,11,0,55,19,8,14,0.5714285714285714,0,0,NA,8,14,0.5714285714285714,0.5714285714285714,3,9,0.3333333333333333,7,8,15,2,3,0,8,10,FALSE
alexajo01,Joe Alexander,SF,22,MIL,2009,59,0,716,278,102,245,0.4163265306122449,16,46,0.34782608695652173,86,199,0.4321608040201005,0.4489795918367347,58,83,0.6987951807228916,44,71,115,42,15,29,52,107,FALSE
alexavi01,Victor Alexander,C,22,GSW,1992,80,28,1350,589,243,459,0.5294117647058824,0,1,0,243,458,0.5305676855895196,0.5294117647058824,103,149,0.6912751677852349,106,230,336,32,45,62,91,176,TRUE
alforst01,Steve Alford,PG,23,DAL,1988,28,0,197,59,21,55,0.38181818181818183,1,8,0.125,20,47,0.425531915,0.39090909090909093,16,17,0.9411764705882353,3,20,23,23,17,3,12,23,FALSE
allenje01,Jerome Allen,SG,23,MIN,1996,41,0,362,108,36,105,0.34285714285714286,10,33,0.30303030303030304,26,72,0.3611111111111111,0.3904761904761905,26,36,0.7222222222222222,5,20,25,49,21,5,34,42,FALSE
allenla01,Lavoy Allen,PF,22,PHI,2012,41,15,624,169,79,167,0.47305389221556887,0,0,NA,79,167,0.47305389221556887,0.47305389221556887,11,14,0.7857142857142857,47,124,171,34,13,18,20,73,TRUE
allenma01,Malik Allen,PF,23,MIA,2002,12,2,161,52,22,51,0.43137254901960786,0,1,0,22,50,0.44,0.43137254901960786,8,10,0.8,15,23,38,5,3,8,2,16,TRUE
allenra01,Randy Allen,SG,24,SAC,1989,7,0,43,17,8,19,0.42105263157894735,0,1,0,8,18,0.4444444444444444,0.42105263157894735,1,2,0.5,3,4,7,0,1,1,2,7,FALSE
allenra02,Ray Allen*,SG,21,MIL,1997,82,81,2532,1102,390,908,0.42951541850220265,117,298,0.3926174496644295,273,610,0.44754098360655736,0.493942731,205,249,0.8232931726907631,97,229,326,210,75,10,149,218,TRUE
allento01,Tony Allen,SG,23,BOS,2005,77,34,1262,492,184,387,0.4754521963824289,12,31,0.3870967741935484,172,356,0.48314606741573035,0.4909560723514212,112,152,0.7368421052631579,85,136,221,64,76,24,77,156,TRUE
allrela01,Lance Allred,C,26,CLE,2008,3,0,10,3,1,4,0.25,0,0,NA,1,4,0.25,0.25,1,2,0.5,0,1,1,0,0,0,0,1,FALSE
allumda01,Darrell Allums,PF,22,DAL,1981,22,NA,276,59,23,67,0.34328358208955223,0,1,0,23,66,0.3484848484848485,0.34328358208955223,13,22,0.5909090909090909,19,46,65,25,5,8,23,51,FALSE
almonmo01,Morris Almond,SG,22,UTA,2008,9,0,39,13,4,15,0.26666666666666666,1,4,0.25,3,11,0.2727272727272727,0.3,4,6,0.6666666666666666,0,2,2,3,1,0,2,5,FALSE
alstode01,Derrick Alston,C,22,PHI,1995,64,1,1032,299,120,258,0.46511627906976744,0,4,0,120,254,0.47244094488188976,0.46511627906976744,59,120,0.49166666666666664,98,121,219,33,39,35,53,107,FALSE
alstora01,Rafer Alston,PG,23,MIL,2000,27,0,361,60,27,95,0.28421052631578947,3,14,0.21428571428571427,24,81,0.2962962962962963,0.3,3,4,0.75,5,18,23,70,12,0,29,29,TRUE
alumape01,Peter Aluma,C,25,SAC,1999,2,0,5,2,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,1,1,2,0,1,1,2,4,FALSE
amaecjo01,John Amaechi,PF,25,CLE,1996,28,3,357,77,29,70,0.4142857142857143,0,0,NA,29,70,0.4142857142857143,0.4142857142857143,19,33,0.5757575757575758,13,39,52,9,6,11,34,49,TRUE
amayaas01,Ashraf Amaya,PF,24,VAN,1996,54,34,1104,339,121,252,0.4801587301587302,0,1,0,121,251,0.4820717131474104,0.4801587301587302,97,149,0.6510067114093959,114,189,303,33,22,10,57,151,FALSE
aminual01,Al-Farouq Aminu,SF,20,LAC,2011,81,14,1452,457,160,406,0.39408866995073893,45,143,0.3146853146853147,115,263,0.4372623574144487,0.44950738916256155,92,119,0.773109244,75,192,267,60,59,25,103,121,TRUE
amundlo01,Lou Amundson,PF,24,UTA/PHI,2007,11,0,89,16,6,15,0.4,0,0,NA,6,15,0.4,0.4,4,10,0.4,13,15,28,1,1,8,5,15,TRUE
anderal01,Alan Anderson,SF,23,CHA,2006,36,7,564,207,75,181,0.4143646408839779,24,58,0.41379310344827586,51,123,0.4146341463414634,0.48066298342541436,33,41,0.8048780487804879,23,47,70,32,11,4,32,48,TRUE
anderan02,Antonio Anderson,SF,24,OKC,2010,1,0,15,2,1,3,0.3333333333333333,0,0,NA,1,3,0.3333333333333333,0.3333333333333333,0,0,NA,1,0,1,0,0,0,1,1,FALSE
anderch01,Chris Andersen,C,23,DEN,2002,24,1,262,72,25,74,0.33783783783783783,0,4,0,25,70,0.35714285714285715,0.33783783783783783,22,28,0.7857142857142857,38,38,76,7,7,28,13,35,TRUE
anderda03,David Andersen,C,29,HOU,2010,63,0,891,367,147,340,0.4323529411764706,27,78,0.34615384615384615,120,262,0.4580152671755725,0.47205882352941175,46,67,0.6865671641791045,54,154,208,44,15,12,37,119,FALSE
anderde01,Derek Anderson,SF,23,CLE,1998,66,13,1839,770,239,586,0.40784982935153585,17,84,0.20238095238095238,222,502,0.44223107569721115,0.42235494880546076,275,315,0.873015873,55,132,187,227,86,13,128,136,TRUE
anderdw01,Dwight Anderson,PG,22,DEN,1983,5,0,33,21,7,14,0.5,0,0,NA,7,14,0.5,0.5,7,10,0.7,0,2,2,3,1,0,5,7,FALSE
anderer01,Eric Anderson,PF,22,NYK,1993,16,0,44,21,5,18,0.2777777777777778,0,0,NA,5,18,0.2777777777777778,0.2777777777777778,11,13,0.8461538461538461,6,8,14,3,3,1,5,14,FALSE
andergr01,Greg Anderson,PF,23,SAS,1988,82,45,1984,957,379,756,0.5013227513227513,1,5,0.2,378,751,0.5033288948069241,0.501984127,198,328,0.6036585365853658,161,352,513,79,54,122,143,228,TRUE
anderja01,James Anderson,SF,21,SAS,2011,26,2,286,94,31,81,0.38271604938271603,18,46,0.391304348,13,35,0.37142857142857144,0.49382716049382713,14,18,0.7777777777777778,2,21,23,18,3,6,13,24,TRUE
anderjj01,J.J. Anderson,SF,22,PHI/UTA,1983,65,2,1202,480,190,379,0.5013192612137203,0,4,0,190,375,0.5066666666666667,0.5013192612137203,100,175,0.5714285714285714,119,175,294,67,63,21,79,153,FALSE
anderju01,Justin Anderson,SF,22,DAL,2016,55,9,647,208,71,175,0.4057142857142857,22,83,0.26506024096385544,49,92,0.532608696,0.4685714285714286,44,55,0.8,18,114,132,29,19,25,24,45,TRUE
anderke01,Kenny Anderson,PG,21,NJN,1992,64,13,1086,450,187,480,0.38958333333333334,3,13,0.23076923076923078,184,467,0.39400428265524623,0.3927083333333333,73,98,0.7448979591836735,38,89,127,203,67,9,97,68,TRUE
anderky01,Kyle Anderson,SF,21,SAS,2015,33,8,358,74,31,89,0.34831460674157305,3,11,0.2727272727272727,28,78,0.358974359,0.3651685393258427,9,14,0.6428571428571429,5,67,72,28,15,7,10,28,TRUE
andermi01,Michael Anderson,PG,22,SAS,1989,36,12,730,204,73,175,0.41714285714285715,1,7,0.14285714285714285,72,168,0.42857142857142855,0.42,57,82,0.6951219512195121,44,45,89,153,44,3,84,64,FALSE
anderni01,Nick Anderson,SG,22,ORL,1990,81,9,1785,931,372,753,0.4940239043824701,1,17,0.058823529411764705,371,736,0.5040760869565217,0.4946879150066401,186,264,0.7045454545454546,107,209,316,124,69,34,138,140,TRUE
anderri01,Richard Anderson,C,22,SDC,1983,78,5,1274,403,174,431,0.4037122969837587,7,19,0.3684210526315789,167,412,0.4053398058252427,0.41183294663573083,48,69,0.6956521739130435,111,161,272,120,57,26,93,170,TRUE
anderro01,Ron Anderson,SF,26,CLE,1985,36,7,520,210,84,195,0.4307692307692308,1,2,0.5,83,193,0.43005181347150256,0.43333333333333335,41,50,0.82,39,49,88,34,9,7,34,40,TRUE
anderry01,Ryan Anderson,PF,20,NJN,2009,66,30,1312,487,160,407,0.3931203931203931,69,189,0.36507936507936506,91,218,0.41743119266055045,0.47788697788697787,98,116,0.8448275862068966,104,207,311,52,44,20,63,157,TRUE
andersh01,Shandon Anderson,SG,23,UTA,1997,65,0,1066,386,147,318,0.46226415094339623,24,47,0.5106382978723404,123,271,0.45387453874538747,0.5,68,99,0.6868686868686869,52,127,179,49,27,8,73,113,TRUE
anderwi01,Willie Anderson,SF,22,SAS,1989,81,79,2738,1508,640,1285,0.4980544747081712,4,21,0.19047619047619047,636,1264,0.5031645569620253,0.49961089494163424,224,289,0.7750865051903114,152,265,417,372,150,62,261,295,TRUE
andrima01,Martynas Andriuškevičius,C,19,CLE,2006,6,0,9,0,0,1,0,0,0,NA,0,1,0,0,0,0,NA,1,3,4,0,2,0,0,1,FALSE
anslemi01,Michael Ansley,SF,22,ORL,1990,72,5,1221,626,231,465,0.4967741935483871,0,0,NA,231,465,0.4967741935483871,0.4967741935483871,164,227,0.7224669603524229,187,175,362,40,24,17,50,152,FALSE
anstech01,Chris Anstey,C,23,DAL,1998,41,8,680,240,92,231,0.39826839826839827,3,16,0.1875,89,215,0.413953488,0.40476190476190477,53,74,0.7162162162162162,53,104,157,35,31,27,41,95,FALSE
antetgi01,Giannis Antetokounmpo,SF,19,MIL,2014,77,23,1897,525,173,418,0.4138755980861244,41,118,0.3474576271186441,132,300,0.44,0.46291866028708134,138,202,0.6831683168316832,78,261,339,150,60,61,122,173,TRUE
antetth01,Thanasis Antetokounmpo,SF,23,NYK,2016,2,0,6,6,3,4,0.75,0,1,0,3,3,1,0.75,0,0,NA,0,1,1,0,0,0,0,2,TRUE
anthoca01,Carmelo Anthony,SF,19,DEN,2004,82,82,2995,1725,624,1465,0.425938567,69,214,0.32242990654205606,555,1251,0.44364508393285373,0.4494880546075085,408,525,0.7771428571428571,183,315,498,227,97,41,247,225,TRUE
anthogr01,Greg Anthony,PG,24,NYK,1992,82,1,1510,447,161,435,0.3701149425287356,8,55,0.14545454545454545,153,380,0.4026315789473684,0.3793103448275862,117,158,0.740506329,33,103,136,314,59,9,98,170,TRUE
anthojo01,Joel Anthony,PF,25,MIA,2008,24,1,498,85,28,60,0.4666666666666667,0,0,NA,28,60,0.4666666666666667,0.4666666666666667,29,49,0.5918367346938775,38,55,93,3,9,31,17,55,TRUE
anticpe01,Pero Antić,C,31,ATL,2014,50,26,925,352,123,294,0.41836734693877553,56,171,0.32748538011695905,67,123,0.5447154471544715,0.5136054421768708,50,66,0.7575757575757576,57,152,209,58,19,12,55,126,FALSE
applike01,Keith Appling,PG,23,ORL,2016,5,0,27,6,2,8,0.25,0,3,0,2,5,0.4,0.25,2,2,1,0,1,1,1,1,0,3,5,FALSE
araujra01,Rafael Araújo,C,24,TOR,2005,59,41,736,196,76,175,0.4342857142857143,1,3,0.3333333333333333,75,172,0.436046512,0.43714285714285717,43,55,0.7818181818181819,59,126,185,16,21,8,52,157,FALSE
archiro01,Robert Archibald,PF,22,MEM,2003,12,0,72,19,6,20,0.3,0,0,NA,6,20,0.3,0.3,7,18,0.3888888888888889,6,11,17,3,0,3,7,9,FALSE
arenagi01,Gilbert Arenas,PG,20,GSW,2002,47,30,1155,511,174,384,0.453125,39,113,0.34513274336283184,135,271,0.4981549815498155,0.50390625,124,160,0.775,41,91,132,174,69,11,97,115,TRUE
arizatr01,Trevor Ariza,SF,19,NYK,2005,80,12,1382,468,172,389,0.442159383,3,13,0.23076923076923078,169,376,0.449468085,0.44601542416452444,121,174,0.6954022988505747,89,153,242,85,70,18,73,150,TRUE
arlaujo01,Joe Arlauckas,SF,22,SAC,1988,9,0,85,34,14,43,0.32558139534883723,0,0,NA,14,43,0.32558139534883723,0.32558139534883723,6,8,0.75,6,7,13,8,3,4,4,16,FALSE
armstbj01,B.J. Armstrong,PG,22,CHI,1990,81,0,1291,452,190,392,0.4846938775510204,3,6,0.5,187,386,0.4844559585492228,0.4885204081632653,69,78,0.8846153846153846,19,83,102,199,46,6,83,105,TRUE
armstbr01,Brandon Armstrong,SG,21,NJN,2002,35,0,196,64,27,85,0.3176470588235294,5,17,0.29411764705882354,22,68,0.3235294117647059,0.34705882352941175,5,10,0.5,10,6,16,8,7,1,8,26,FALSE
armstda01,Darrell Armstrong,PG,26,ORL,1995,3,0,8,10,3,8,0.375,2,6,0.3333333333333333,1,2,0.5,0.5,2,2,1,1,0,1,3,1,0,1,3,TRUE
armsthi01,Hilton Armstrong,C,22,NOK,2007,56,5,634,176,68,125,0.544,0,0,NA,68,125,0.544,0.544,40,67,0.5970149253731343,58,91,149,10,12,26,35,79,TRUE
arroyca01,Carlos Arroyo,PG,22,TOR/DEN,2002,37,1,371,111,49,111,0.44144144144144143,0,2,0,49,109,0.44954128440366975,0.44144144144144143,13,18,0.7222222222222222,12,28,40,70,11,1,23,30,TRUE
artesro01,Metta World Peace,SF,20,CHI,2000,72,63,2238,866,309,759,0.40711462450592883,60,191,0.31413612565445026,249,568,0.43838028169014087,0.44664031620553357,188,279,0.6738351254480287,62,246,308,202,119,39,166,159,TRUE
arthuda01,Darrell Arthur,PF,20,MEM,2009,76,64,1464,422,191,436,0.4380733944954128,0,2,0,191,434,0.4400921658986175,0.4380733944954128,40,60,0.6666666666666666,108,238,346,43,52,52,47,206,TRUE
asikom01,Ömer Aşık,C,24,CHI,2011,82,0,989,229,78,141,0.5531914893617021,0,0,NA,78,141,0.5531914893617021,0.5531914893617021,73,145,0.503448276,112,194,306,32,20,56,64,153,TRUE
askewvi01,Vincent Askew,SG,21,PHI,1988,14,2,234,52,22,74,0.2972972972972973,0,0,NA,22,74,0.2972972972972973,0.2972972972972973,8,11,0.7272727272727273,6,16,22,33,10,6,12,12,TRUE
askinke01,Keith Askins,SF,23,MIA,1991,39,1,266,86,34,81,0.41975308641975306,6,25,0.24,28,56,0.5,0.4567901234567901,12,25,0.48,30,38,68,19,16,13,11,46,TRUE
atkinch01,Chucky Atkins,PG,25,ORL,2000,82,0,1626,782,314,741,0.42375168690958165,57,163,0.3496932515337423,257,578,0.444636678,0.4622132253711201,97,133,0.7293233082706767,20,106,126,306,52,3,142,137,TRUE
augmost01,Stacey Augmon,SG,23,ATL,1992,82,82,2505,1094,440,899,0.489432703,1,6,0.16666666666666666,439,893,0.4916013437849944,0.4899888765294772,213,320,0.665625,191,229,420,201,124,27,181,161,TRUE
augusdj01,D.J. Augustin,PG,21,CHA,2009,72,12,1908,850,267,621,0.42995169082125606,108,246,0.43902439024390244,159,375,0.424,0.5169082125603864,208,233,0.8927038626609443,17,116,133,250,42,2,119,140,TRUE
augusja01,James Augustine,PF,22,ORL,2007,2,0,7,2,1,3,0.3333333333333333,0,0,NA,1,3,0.3333333333333333,0.3333333333333333,0,0,NA,1,2,3,2,0,0,0,2,FALSE
austiis01,Isaac Austin,C,22,UTA,1992,31,0,112,61,21,46,0.45652173913043476,0,0,NA,21,46,0.45652173913043476,0.45652173913043476,19,30,0.6333333333333333,11,24,35,5,2,2,8,20,TRUE
austike01,Ken Austin,SF,22,DET,1984,7,0,28,12,6,13,0.46153846153846156,0,0,NA,6,13,0.46153846153846156,0.46153846153846156,0,0,NA,2,1,3,1,1,1,3,7,FALSE
aventan01,Anthony Avent,PF,23,MIL,1993,82,78,2285,806,347,802,0.43266832917705733,0,2,0,347,800,0.43375,0.43266832917705733,112,172,0.6511627906976745,180,332,512,91,57,73,140,237,TRUE
averywi01,William Avery,PG,20,MIN,2000,59,1,484,154,56,181,0.30939226519337015,18,63,0.2857142857142857,38,118,0.3220338983050847,0.35911602209944754,24,36,0.6666666666666666,8,32,40,88,14,2,42,60,FALSE
ayongu01,Gustavo Ayón,PF,26,NOH,2012,54,24,1088,319,140,261,0.5363984674329502,0,1,0,140,260,0.5384615384615384,0.5363984674329502,39,63,0.6190476190476191,86,179,265,74,53,46,46,118,FALSE
azubuke01,Kelenna Azubuike,SG,23,GSW,2007,41,9,669,291,98,220,0.44545454545454544,34,79,0.43037974683544306,64,141,0.45390070921985815,0.5227272727272727,61,78,0.782051282,26,68,94,28,22,10,39,49,TRUE
babbch01,Chris Babb,SG,23,BOS,2014,14,0,132,22,8,30,0.26666666666666666,6,27,0.2222222222222222,2,3,0.6666666666666666,0.36666666666666664,0,0,NA,4,13,17,3,6,0,3,13,FALSE
babbilu01,Luke Babbitt,SF,21,POR,2011,24,0,137,36,15,55,0.2727272727272727,3,16,0.1875,12,39,0.3076923076923077,0.3,3,9,0.3333333333333333,6,24,30,6,2,2,8,15,TRUE
babicmi01,Miloš Babić,PF,22,CLE,1991,12,0,52,19,6,19,0.3157894736842105,0,0,NA,6,19,0.3157894736842105,0.3157894736842105,7,12,0.5833333333333334,6,3,9,4,1,1,5,7,FALSE
bagarda01,Dalibor Bagarić,C,20,CHI,2001,35,0,259,47,17,65,0.26153846153846155,0,1,0,17,64,0.265625,0.26153846153846155,13,28,0.4642857142857143,22,34,56,10,9,16,21,44,FALSE
baglejo01,John Bagley,PG,22,CLE,1983,68,3,990,386,161,373,0.4316353887399464,0,14,0,161,359,0.44846796657381616,0.4316353887399464,64,84,0.7619047619047619,17,79,96,167,54,5,118,74,TRUE
baileca01,Carl Bailey,C,23,POR,1982,1,0,7,2,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,2,2,FALSE
baileja01,James Bailey,PF,22,SEA,1980,67,NA,726,312,122,271,0.45018450184501846,0,0,NA,122,271,0.45018450184501846,0.45018450184501846,68,101,0.6732673267326733,71,126,197,28,21,54,79,116,TRUE
baileth01,Thurl Bailey,PF,22,UTA,1984,81,54,2009,692,302,590,0.511864407,0,0,NA,302,590,0.511864407,0.511864407,88,117,0.7521367521367521,115,349,464,129,38,122,105,193,TRUE
baileto01,Toby Bailey,SG,23,PHO,1999,27,10,249,78,34,86,0.3953488372093023,1,5,0.2,33,81,0.4074074074074074,0.4011627906976744,9,13,0.6923076923076923,24,30,54,13,9,2,11,24,FALSE
bairsca01,Cameron Bairstow,PF,24,CHI,2015,18,1,64,10,3,14,0.21428571428571427,0,0,NA,3,14,0.21428571428571427,0.21428571428571427,4,5,0.8,6,2,8,1,2,1,3,8,FALSE
bakerla01,Mark Baker,PG,29,TOR,1999,1,0,2,0,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,FALSE
bakerma01,Maurice Baker,PG,25,LAC/POR,2005,5,0,19,0,0,1,0,0,0,NA,0,1,0,0,0,0,NA,1,1,2,1,1,0,1,3,FALSE
bakerro01,Ron Baker,SG,23,NYK,2017,52,13,857,215,82,217,0.3778801843317972,23,86,0.26744186046511625,59,131,0.45038167938931295,0.4308755760368664,28,43,0.6511627906976745,12,86,98,107,34,8,56,74,FALSE
bakervi01,Vin Baker,C,22,MIL,1994,82,63,2560,1105,435,869,0.5005753739930955,1,5,0.2,434,864,0.5023148148148148,0.501150748,234,411,0.5693430656934306,277,344,621,163,60,114,162,231,TRUE
baldwwa01,Wade Baldwin,PG,20,MEM,2017,33,1,405,106,36,115,0.3130434782608696,3,22,0.13636363636363635,33,93,0.3548387096774194,0.32608695652173914,31,37,0.8378378378378378,11,35,46,61,18,7,39,40,FALSE
balkmre01,Renaldo Balkman,SF,22,NYK,2007,68,1,1064,334,139,275,0.5054545454545455,5,27,0.18518518518518517,134,248,0.5403225806451613,0.5145454545454545,51,90,0.5666666666666667,97,197,294,44,57,44,49,146,TRUE
ballce01,Cedric Ball,PF,22,LAC,1991,7,0,26,8,3,8,0.375,0,0,NA,3,8,0.375,0.375,2,2,1,5,6,11,0,0,2,2,5,FALSE
banksge01,Gene Banks,SF,22,SAS,1982,80,4,1700,767,311,652,0.47699386503067487,0,8,0,311,644,0.4829192546583851,0.47699386503067487,145,212,0.6839622641509434,157,254,411,147,55,17,106,199,TRUE
banksma01,Marcus Banks,PG,22,BOS,2004,81,2,1385,480,177,442,0.4004524886877828,27,86,0.313953488,150,356,0.42134831460674155,0.4309954751131222,99,131,0.7557251908396947,30,103,133,175,88,13,125,171,TRUE
bannike01,Ken Bannister,PF,24,NYK,1985,75,50,1404,509,209,445,0.4696629213483146,0,0,NA,209,445,0.4696629213483146,0.4696629213483146,91,192,0.4739583333333333,108,222,330,39,38,40,141,279,TRUE
barbole01,Leandro Barbosa,PG,21,PHO,2004,70,46,1500,550,210,470,0.44680851063829785,83,210,0.3952380952380952,127,260,0.48846153846153845,0.5351063829787234,47,61,0.7704918032786885,23,100,123,165,93,7,120,184,TRUE
bardost01,Steve Bardo,SG,23,SAS,1992,1,0,1,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,1,0,1,0,0,0,0,0,FALSE
bareajo01,J.J. Barea,PG,22,DAL,2007,33,1,191,78,28,78,0.358974359,6,21,0.2857142857142857,22,57,0.38596491228070173,0.3974358974358974,16,24,0.6666666666666666,7,18,25,24,1,1,14,19,TRUE
