CongNum,icpsr,StateCode,District,StateNm,PartyCode,ICPSRocc,Name,370,611,1251,337,1279,371,713,1144,463,855,1055,1287,537,547,886,50,227,170,963,192,1028,1110,855,660,824,524,541,1035,411,1228,1134,671,702,135,1284,860,430,630,1294,1024,139,733,1092,267,189,1113,1319,1009,165,1117
114,21376,41,1,ALABAMA,200,1,BYRNE,9,1,1,1,1,9,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,1,6,6,6,6,6,1,6,1,1,6,6,6,1,1,1,6,6,6,6,6
114,21192,41,2,ALABAMA,200,1,ROBY,1,1,1,6,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,1,6,6,6,6,6,1,6,1,1,1,6,6,1,1,1,6,1,6,6,6
114,20301,41,3,ALABAMA,200,1,ROGERS,1,6,1,1,1,1,1,1,6,1,1,9,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,1,6,6,6,6,6,1,6,1,1,6,6,6,1,1,6,6,1,6,6,6
114,29701,41,4,ALABAMA,200,1,ADERHOLT,1,6,1,6,9,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,1,6,6,1,6,6,1,6,1,1,1,6,6,1,1,1,6,1,6,6,6
114,21193,41,5,ALABAMA,200,1,BROOKS,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,1,6,1,6,1,1,6,1,6,1,6,9,6,6,6,1,6,1,1,6,6,6,1,1,1,6,6,6,6,6
114,21500,41,6,ALABAMA,200,1,PALMER,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,6,6,6,6,6,6,1,6,1,1,1,1,6,1,1,1,6,6,6,6,6
114,21102,41,7,ALABAMA,100,1,SEWELL,6,6,1,6,6,6,6,6,1,6,1,9,1,6,1,1,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,1,9,1,9,1,1,6,1,9,1,6,6,6,1,1,6,1,1
114,14066,81,1,ALASKA,200,1,YOUNG,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,9,6,6,1,1,6,1,1,6,1,1,6,1,6,1,6,9,1,6,6,1,6,1,1,1,6,9,1,1,6,6,6,6,6,6
114,20902,61,1,ARIZONA,100,1,KIRKPATRICK,6,6,1,6,9,6,6,6,1,6,1,9,1,1,1,1,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,6,1,6,9,1,1,6,9,6,6,1,6,6,6,1,9,1,1,1
114,21501,61,2,ARIZONA,200,1,MCSALLY,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,1,1,6,6,1,6,6,1,6,1,1,1,6,6,1,1,1,6,1,6,6,6
114,20305,61,3,ARIZONA,100,1,GRIJALVA,6,6,1,6,6,6,6,6,1,6,1,6,1,9,1,1,1,1,6,6,1,1,6,1,1,1,1,1,1,9,1,6,6,1,1,6,1,6,6,6,6,1,6,6,6,1,1,1,1,1
114,21103,61,4,ARIZONA,200,1,GOSAR,1,1,1,1,1,9,1,1,6,1,1,1,6,1,6,1,6,1,1,1,1,1,1,6,9,1,6,1,6,1,6,6,6,6,6,1,6,1,1,1,1,6,1,1,1,6,6,6,6,6
114,29500,61,5,ARIZONA,200,1,SALMON,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,1,1,1,6,1,1,6,1,6,1,6,6,6,6,6,1,9,1,1,1,1,6,1,1,1,6,1,6,6,6
114,21105,61,6,ARIZONA,200,1,SCHWEIKERT,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,1,1,1,6,9,1,6,1,6,1,6,6,6,6,6,1,6,1,1,1,1,6,1,1,1,6,1,6,6,6
114,21502,61,7,ARIZONA,100,1,GALLEGO,6,6,1,1,6,6,6,6,1,6,1,6,1,6,1,1,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,1,1,6,1,6,6,6,6,1,6,6,6,1,1,1,1,1
114,20304,61,8,ARIZONA,200,1,FRANKS,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,1,6,6,6,6,6,1,6,1,1,6,6,6,1,1,1,6,1,6,6,6
114,21300,61,9,ARIZONA,100,1,SINEMA,6,6,1,1,6,6,6,6,1,6,1,6,9,9,1,1,6,1,6,1,9,1,6,1,1,1,9,1,1,1,1,6,1,6,6,1,1,6,6,6,6,1,6,1,6,6,1,6,1,1
114,21106,42,1,ARKANSA,200,1,CRAWFORD,1,6,1,1,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,9,6,1,6,6,6,6,6,1,6,1,1,6,6,6,1,1,1,6,1,6,6,6
114,21503,42,2,ARKANSA,200,1,HILL,1,1,1,6,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,9,6,1,6,6,1,6,6,1,6,1,1,1,1,6,1,1,1,6,6,6,6,6
114,21108,42,3,ARKANSA,200,1,WOMACK,1,6,1,6,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,1,6,6,1,6,6,1,6,1,1,1,1,6,1,1,1,6,1,6,6,6
114,21563,42,4,ARKANSA,200,1,WESTERMAN,1,1,1,6,1,1,1,1,6,1,1,1,6,1,6,1,6,1,1,1,6,1,1,6,1,1,6,1,6,1,6,6,6,6,6,1,6,1,1,1,1,6,1,1,1,6,1,6,6,6
