CongNum,icpsr,StateCode,District,StateNm,PartyCode,ICPSRocc,Name,915,818,355,731,641,418,295,77,960,208,1173,34,1179,633,449,732,1046,917,32,902,772,1133,651,845,417,1129,535,52,636,976,936,1096,878,769,1180,991,946,574,781,39,809,1180,1203,1009,538,627,264,992,371,845
115,21376,41,1,ALABAMA,200,,BYRNE,1,6,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,6,6,1,1,1,6,1,1,1,1,1,6,9,6,1,1,1,6,1,1,1,1,1,1
115,21192,41,2,ALABAMA,200,,ROBY,1,6,1,1,6,1,1,1,1,9,1,1,1,1,6,1,9,1,1,1,1,1,1,1,6,1,6,6,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1
115,20301,41,3,ALABAMA,200,,ROGERS,1,6,1,1,6,1,1,1,1,9,1,1,1,1,6,1,1,1,1,6,6,1,6,1,6,1,6,6,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,6,1,1,1,1
115,29701,41,4,ALABAMA,200,,ADERHOLT,1,6,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,6,6,1,1,1,6,1,1,1,9,1,6,1,6,1,1,1,6,1,1,1,1,1,1
115,21193,41,5,ALABAMA,200,,BROOKS,1,6,1,1,6,1,1,1,1,1,1,1,1,9,6,6,1,1,1,6,6,1,1,1,6,6,6,6,1,6,1,6,1,1,6,1,1,6,1,6,1,6,1,1,1,1,1,1,1,1
115,21500,41,6,ALABAMA,200,,PALMER,1,6,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,6,1,6,6,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1
115,21102,41,7,ALABAMA,100,,SEWELL,1,1,6,1,1,6,6,6,9,1,1,6,6,1,1,6,6,6,6,6,6,1,6,6,1,1,1,1,6,9,6,1,6,1,1,6,1,1,1,1,6,1,1,1,6,6,6,6,6,6
115,14066,81,1,ALASKA,200,,YOUNG,1,6,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,1,1,6,6,1,6,1,6,1,6,6,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,6,1,6,1,1,6,1
115,21739,61,1,ARIZONA,100,,O'HALLERAN,1,1,6,1,1,6,6,6,6,1,1,6,6,1,1,1,6,6,6,6,6,9,6,6,1,1,1,1,6,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,6,1,6,6,6
115,21501,61,2,ARIZONA,200,,MCSALLY,1,6,6,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,6,9,6,1,6,1,6,6,1,9,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,6,1,1,1,1
